J0340+4130 	 2012	 2012	 0.846485	 0.959931	nan	nan	nan	nan	nan	nan	nan	1.66704	1.66704	1.66704	1.66704	1.66704	1.66704	1.00023	1.02763	1.02763	1.02763	1.02763	1.02763	1.02763	1.02763	1.02763
J0613-0200 	 2010	 2005	 1.6057	 1.62752	0.820665	0.820665	0.820665	0.820665	0.820665	0.281477	0.281477	0.281477	0.281477	0.281477	0.281477	0.281477	0.281477	0.168886	0.173514	0.173514	0.173514	0.173514	0.173514	0.173514	0.173514	0.173514
J0636+5128 	 2014	 2014	 0.672534	 1.72788	0	0	0	0	0	0	0	0	0	0.371099	0.371099	0.371099	0.371099	0.222659	0.228761	0.228761	0.228761	0.228761	0.228761	0.228761	0.228761	0.228761
J0645+5158 	 2011	 2012	 0.663807	 1.76715	nan	nan	nan	nan	nan	nan	0.277022	0.277022	0.277022	0.277022	0.277022	0.277022	0.277022	0.166213	0.170768	0.170768	0.170768	0.170768	0.170768	0.170768	0.170768	0.170768
J0740+6620 	 2014	 2014	 0.413061	 2.00713	0	0	0	0	0	0	0	0	0	0.328347	0.328347	0.328347	0.328347	0.197008	0.202407	0.202407	0.202407	0.202407	0.202407	0.202407	0.202407	0.202407
J0931-1902 	 2013	 2014	 1.90299	 2.49146	nan	nan	nan	nan	nan	nan	nan	nan	0.982644	0.982644	0.982644	0.982644	0.982644	0.589587	0.605743	0.605743	0.605743	0.605743	0.605743	0.605743	0.605743	0.605743
J1012+5307 	 2010	 2005	 0.643736	 2.67035	0.678227	0.678227	0.678227	0.678227	0.678227	0.319791	0.319791	0.319791	0.319791	0.319791	0.319791	0.319791	0.319791	0.191875	0.197132	0.197132	0.197132	0.197132	0.197132	0.197132	0.197132	0.197132
J1024-0719 	 2010	 2010	 1.6985	 2.72271	1.50265	1.50265	1.50265	1.50265	1.50265	0.421032	0.421032	0.421032	0.421032	0.421032	0.421032	0.421032	0.421032	0.252619	0.259542	0.259542	0.259542	0.259542	0.259542	0.259542	0.259542	0.259542
J1125+7819 	 2014	 2014	 0.203913	 2.98888	0	0	0	0	0	0	0	0	0	0.578933	0.578933	0.578933	0.578933	0.34736	0.356879	0.356879	0.356879	0.356879	0.356879	0.356879	0.356879	0.356879
J1455-3330 	 2010	 2005	 2.15548	 3.90517	2.28423	2.28423	2.28423	2.28423	2.28423	0.773477	0.773477	0.773477	0.773477	0.773477	0.773477	0.773477	0.773477	0.464086	0.476803	0.476803	0.476803	0.476803	0.476803	0.476803	0.476803	0.476803
J1600-3053 	 2010	 2008	 2.10981	 4.18879	0.478152	0.478152	0.478152	0.478152	0.478152	0.145671	0.145671	0.145671	0.145671	0.145671	0.145671	0.145671	0.0264978	0.0158987	0.0163344	0.0163344	0.0163344	0.0163344	0.0163344	0.0163344	0.0163344	0.0163344
J1614-2230 	 2010	 2009	 1.9635	 4.24988	0.859611	0.859611	0.859611	0.859611	0.859611	0.261903	0.261903	0.261903	0.261903	0.261903	0.261903	0.261903	0.261903	0.157142	0.161448	0.161448	0.161448	0.161448	0.161448	0.161448	0.161448	0.161448
J1643-1224 	 2010	 2005	 1.78722	 4.37641	1.01415	1.01415	1.01415	1.01415	1.01415	0.424769	0.424769	0.424769	0.424769	0.424769	0.424769	0.424769	0.424769	0.254862	0.261845	0.261845	0.261845	0.261845	0.261845	0.261845	0.261845	0.261845
J1713+0747 	 2010	 2005	 1.43495	 4.50731	0.0738391	0.0738391	0.0738391	0.0738391	0.0738391	0.0742809	0.0742809	0.0742809	0.0742809	0.0742809	0.0742809	0.0742809	0.0169535	0.0101721	0.0104509	0.0104509	0.0104509	0.0104509	0.0104509	0.0104509	0.0104509	0.0104509
J1744-1134 	 2010	 2005	 1.77267	 4.64258	0.203693	0.203693	0.203693	0.203693	0.203693	0.0960012	0.0960012	0.0960012	0.0960012	0.0960012	0.0960012	0.0960012	0.0174628	0.0104777	0.0107648	0.0107648	0.0107648	0.0107648	0.0107648	0.0107648	0.0107648	0.0107648
J1747-4036 	 2012	 2013	 2.2794	 4.65567	nan	nan	nan	nan	nan	nan	nan	0.72466	0.72466	0.72466	0.72466	0.72466	0.72466	0.434796	0.44671	0.44671	0.44671	0.44671	0.44671	0.44671	0.44671	0.44671
J1832-0836 	 2013	 2014	 1.72089	 4.85202	nan	nan	nan	nan	nan	nan	nan	nan	0.52349	0.52349	0.52349	0.52349	0.52349	0.314094	0.322701	0.322701	0.322701	0.322701	0.322701	0.322701	0.322701	0.322701
J1909-3744 	 2010	 2005	 2.22937	 5.01346	0.0571408	0.0571408	0.0571408	0.0571408	0.0571408	0.0344673	0.0344673	0.0344673	0.0344673	0.0344673	0.0344673	0.0344673	0.00626967	0.0037618	0.00386488	0.00386488	0.00386488	0.00386488	0.00386488	0.00386488	0.00386488	0.00386488
J1918-0642 	 2010	 2005	 1.68773	 5.05273	0.61019	0.61019	0.61019	0.61019	0.61019	0.342086	0.342086	0.342086	0.342086	0.342086	0.342086	0.342086	0.342086	0.205251	0.210876	0.210876	0.210876	0.210876	0.210876	0.210876	0.210876	0.210876
J2010-1323 	 2010	 2009	 1.80438	 5.27962	1.32057	1.32057	1.32057	1.32057	1.32057	0.41327	0.41327	0.41327	0.41327	0.41327	0.41327	0.41327	0.41327	0.247962	0.254757	0.254757	0.254757	0.254757	0.254757	0.254757	0.254757	0.254757
J2145-0750 	 2010	 2005	 1.70751	 5.69414	0.671451	0.671451	0.671451	0.671451	0.671451	0.281475	0.281475	0.281475	0.281475	0.281475	0.281475	0.281475	0.281475	0.168885	0.173513	0.173513	0.173513	0.173513	0.173513	0.173513	0.173513	0.173513
J2302+4442 	 2012	 2012	 0.790634	 6.03011	nan	nan	nan	nan	nan	nan	nan	1.14058	1.14058	1.14058	1.14058	1.14058	1.14058	0.684349	0.703102	0.703102	0.703102	0.703102	0.703102	0.703102	0.703102	0.703102
J0437-4715 2010 2005 2.395 1.208 0.230466945443 0.131891730778 0.126876573342 0.123610462302 0.145748860607 0.147877471637 0.148549265208 0.126742081516 0.131330340502 0.131330340502 0.131330340502 0.131330340502 0.131330340502 0.07879820430119999 0.07879820430119999 0.07879820430119999 0.07879820430119999 0.07879820430119999 0.07879820430119999 0.07879820430119999 0.07879820430119999 0.07879820430119999 
