J0023+0923 	 2012	 2012	 1.40703	 0.100356	0.333688	0.333688	0.333688	0.333688	0.333688	0.333688	0.333688	0.186572	0.186572	0.186572	0.186572	0.186572	0.186572	0.111943	0.111943	0.111943	0.111943	0.111943	0.111943	0.111943	0.111943	0.111943
J0030+0451 	 2012	 2005	 1.48615	 0.1309	0.435367	0.435367	0.435367	0.435367	0.435367	0.435367	0.435367	0.339346	0.339346	0.339346	0.339346	0.339346	0.339346	0.203607	0.203607	0.203607	0.203607	0.203607	0.203607	0.203607	0.203607	0.203607
J1022+1001 	 2015	 2015	 1.39597	 2.71399	0.140761	0.140761	0.140761	0.140761	0.140761	0.140761	0.140761	0.140761	0.140761	0.140761	0.234601	0.234601	0.234601	0.140761	0.140761	0.140761	0.140761	0.140761	0.140761	0.140761	0.140761	0.140761
J1453+1902 	 2014	 2014	 1.2386	 3.89645	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.14485	1.14485	1.14485	1.14485	0.686912	0.686912	0.686912	0.686912	0.686912	0.686912	0.686912	0.686912	0.686912
J1640+2224 	 2012	 2005	 1.17984	 4.36332	0.243038	0.243038	0.243038	0.243038	0.243038	0.243038	0.243038	0.202846	0.202846	0.202846	0.202846	0.202846	0.202846	0.121707	0.121707	0.121707	0.121707	0.121707	0.121707	0.121707	0.121707	0.121707
J1738+0333 	 2012	 2010	 1.50884	 4.6164	1.06532	1.06532	1.06532	1.06532	1.06532	1.06532	1.06532	0.836455	0.836455	0.836455	0.836455	0.836455	0.836455	0.501873	0.501873	0.501873	0.501873	0.501873	0.501873	0.501873	0.501873	0.501873
J1741+1351 	 2012	 2010	 1.32907	 4.62949	0.0934603	0.0934603	0.0934603	0.0934603	0.0934603	0.0934603	0.0934603	0.106442	0.106442	0.106442	0.106442	0.106442	0.106442	0.0638654	0.0638654	0.0638654	0.0638654	0.0638654	0.0638654	0.0638654	0.0638654	0.0638654
J1853+1303 	 2012	 2009	 1.34303	 4.94365	0.381582	0.381582	0.381582	0.381582	0.381582	0.381582	0.381582	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.12906	0.12906	0.12906	0.12906	0.12906	0.12906	0.12906	0.12906	0.12906
B1855+09 	 2012	 2005	 1.41372	 4.95237	0.121562	0.121562	0.121562	0.121562	0.121562	0.121562	0.121562	0.217888	0.217888	0.217888	0.217888	0.217888	0.217888	0.130733	0.130733	0.130733	0.130733	0.130733	0.130733	0.130733	0.130733	0.130733
J1903+0327 	 2012	 2010	 1.51058	 4.98728	1.48401	1.48401	1.48401	1.48401	1.48401	1.48401	1.48401	1.07479	1.07479	1.07479	1.07479	1.07479	1.07479	0.644876	0.644876	0.644876	0.644876	0.644876	0.644876	0.644876	0.644876	0.644876
J1910+1256 	 2012	 2005	 1.34507	 5.01782	1.03368	1.03368	1.03368	1.03368	1.03368	1.03368	1.03368	0.813336	0.813336	0.813336	0.813336	0.813336	0.813336	0.488002	0.488002	0.488002	0.488002	0.488002	0.488002	0.488002	0.488002	0.488002
J1911+1347 	 2014	 2014	 1.33023	 5.02218	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.267876	0.267876	0.267876	0.267876	0.160726	0.160726	0.160726	0.160726	0.160726	0.160726	0.160726	0.160726	0.160726
J1923+2515 	 2012	 2011	 1.1301	 5.07454	0.586372	0.586372	0.586372	0.586372	0.586372	0.586372	0.586372	0.379123	0.379123	0.379123	0.379123	0.379123	0.379123	0.227474	0.227474	0.227474	0.227474	0.227474	0.227474	0.227474	0.227474	0.227474
J1944+0907 	 2012	 2008	 1.41168	 5.16617	0.431268	0.431268	0.431268	0.431268	0.431268	0.431268	0.431268	0.402377	0.402377	0.402377	0.402377	0.402377	0.402377	0.241426	0.241426	0.241426	0.241426	0.241426	0.241426	0.241426	0.241426	0.241426
J1946+3417 	 2015	 2015	 0.972439	 5.1749	0.508774	0.508774	0.508774	0.508774	0.508774	0.508774	0.508774	0.508774	0.508774	0.508774	0.847956	0.847956	0.847956	0.508774	0.508774	0.508774	0.508774	0.508774	0.508774	0.508774	0.508774	0.508774
B1953+29 	 2012	 2007	 1.06465	 5.20544	1.58073	1.58073	1.58073	1.58073	1.58073	1.58073	1.58073	0.505546	0.505546	0.505546	0.505546	0.505546	0.505546	0.303327	0.303327	0.303327	0.303327	0.303327	0.303327	0.303327	0.303327	0.303327
J2017+0603 	 2012	 2011	 1.4652	 5.31016	0.774095	0.774095	0.774095	0.774095	0.774095	0.774095	0.774095	0.482518	0.482518	0.482518	0.482518	0.482518	0.482518	0.289511	0.289511	0.289511	0.289511	0.289511	0.289511	0.289511	0.289511	0.289511
J2033+1734 	 2014	 2014	 1.2642	 5.37998	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.56544	0.56544	0.56544	0.56544	0.339264	0.339264	0.339264	0.339264	0.339264	0.339264	0.339264	0.339264	0.339264
J2043+1711 	 2012	 2012	 1.27089	 5.42361	0.464309	0.464309	0.464309	0.464309	0.464309	0.464309	0.464309	0.202953	0.202953	0.202953	0.202953	0.202953	0.202953	0.121772	0.121772	0.121772	0.121772	0.121772	0.121772	0.121772	0.121772	0.121772
J2214+3000 	 2012	 2010	 1.0472	 5.82067	5.19846	5.19846	5.19846	5.19846	5.19846	5.19846	5.19846	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.553422	0.553422	0.553422	0.553422	0.553422	0.553422	0.553422	0.553422	0.553422
J2229+2643 	 2014	 2014	 1.1045	 5.88612	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.319486	0.319486	0.319486	0.319486	0.191691	0.191691	0.191691	0.191691	0.191691	0.191691	0.191691	0.191691	0.191691
J2234+0611 	 2014	 2014	 1.46288	 5.90794	0.117401	0.117401	0.117401	0.117401	0.117401	0.117401	0.117401	0.117401	0.117401	0.195668	0.195668	0.195668	0.195668	0.117401	0.117401	0.117401	0.117401	0.117401	0.117401	0.117401	0.117401	0.117401
J2234+0944 	 2014	 2014	 1.40092	 5.90794	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.450075	0.450075	0.450075	0.450075	0.270045	0.270045	0.270045	0.270045	0.270045	0.270045	0.270045	0.270045	0.270045
J2317+1439 	 2012	 2005	 1.31511	 6.09556	0.346222	0.346222	0.346222	0.346222	0.346222	0.346222	0.346222	0.160444	0.160444	0.160444	0.160444	0.160444	0.160444	0.0962666	0.0962666	0.0962666	0.0962666	0.0962666	0.0962666	0.0962666	0.0962666	0.0962666
J2322+2057 	 2015	 2015	 1.20515	 6.11738	0.160185	0.160185	0.160185	0.160185	0.160185	0.160185	0.160185	0.160185	0.160185	0.160185	0.266975	0.266975	0.266975	0.160185	0.160185	0.160185	0.160185	0.160185	0.160185	0.160185	0.160185	0.160185
B1257+12 	 2016	 2016	 1.36136	 3.3903	0.392535	0.392535	0.392535	0.392535	0.392535	0.392535	0.392535	0.392535	0.392535	0.392535	0.392535	0.654225	0.654225	0.392535	0.392535	0.392535	0.392535	0.392535	0.392535	0.392535	0.392535	0.392535
J0557+1551 	 2016	 2016	 1.29416	 1.55771	0.654159	0.654159	0.654159	0.654159	0.654159	0.654159	0.654159	0.654159	0.654159	0.654159	0.654159	1.09026	1.09026	0.654159	0.654159	0.654159	0.654159	0.654159	0.654159	0.654159	0.654159	0.654159
J0621+2514 	 2016	 2016	 1.13039	 1.66243	0.707273	0.707273	0.707273	0.707273	0.707273	0.707273	0.707273	0.707273	0.707273	0.707273	0.707273	1.17879	1.17879	0.707273	0.707273	0.707273	0.707273	0.707273	0.707273	0.707273	0.707273	0.707273
J0709+0458 	 2016	 2016	 1.48411	 1.87187	0.67559	0.67559	0.67559	0.67559	0.67559	0.67559	0.67559	0.67559	0.67559	0.67559	0.67559	1.12598	1.12598	0.67559	0.67559	0.67559	0.67559	0.67559	0.67559	0.67559	0.67559	0.67559
J1312+0051 	 2016	 2016	 1.55596	 3.45575	0.641971	0.641971	0.641971	0.641971	0.641971	0.641971	0.641971	0.641971	0.641971	0.641971	0.641971	1.06995	1.06995	0.641971	0.641971	0.641971	0.641971	0.641971	0.641971	0.641971	0.641971	0.641971
J1745+1017 	 2016	 2016	 1.39132	 4.64694	0.129714	0.129714	0.129714	0.129714	0.129714	0.129714	0.129714	0.129714	0.129714	0.129714	0.129714	0.21619	0.21619	0.129714	0.129714	0.129714	0.129714	0.129714	0.129714	0.129714	0.129714	0.129714
